,Unnamed: 0,SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,kineticLaw-,kineticLaw--units,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,sbml charge,sbml compartment,sbml id,sbml initial amount,sbml initial concentration,sbml type,selected,SelfLoops,shared name,Stress,TopologicalCoefficient,genename,new_names,new_association,reinhardtii_gene,number,Gene_name,differences_0,total_0,JC_distance_0,differences_2,total_2,JC_distance_2,differences_4,total_4,JC_distance_4,SFS0,SFS0_theta_pi,SFS4,SFS4_theta_pi,connectivity,max_connectivity,sum_connectivity,new_name
10,35,97,5.28281531,0.00105179,0.18929301,0,4,12,FALSE,0,,hydroxymethylglutaryl-coa lyase,42,4,0,0,0.76206582,,,R_HMGL,,,reaction,FALSE,0,hydroxymethylglutaryl-coa lyase,65060220,0.25625,CRv4_Au5_s12_g2789_t1,hydroxymethylglutaryl-coa lyase,CRv4_Au5_s12_g2789_t1,Cre12_g485550_t1_2|PACid:26906868,456,Cre12.g485550,22,369,0.062123925,15,65,0.275793585,27,126,0.252354177,"[699, 4, 2, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.003429298,"[217, 6, 1, 2, 0, 3, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.018255578,"[['97', '4']]",4,4,Cre12_g485550_t1_2
11,37,99,5.48368867,0.000804,0.182359,0,3,12,FALSE,0,,"enoyl-coa hydratase, 3-Hydroxy-2-methylbutyryl-CoA forming",21.33333333,3,0,0,0.75090618,,,R_ECH_LPAREN_3hmbcoa_RPAREN_,,,reaction,FALSE,0,"enoyl-coa hydratase, 3-Hydroxy-2-methylbutyryl-CoA forming",1860656,0.33333333,,"enoyl-coa hydratase, 3-Hydroxy-2-methylbutyryl-CoA forming",CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
12,38,100,5.48420241,0.000779,0.18234192,0,3,12,FALSE,0,,"enoyl-coa hydratase, 3-Hydroxyisovaleryl-CoA forming",21.33333333,3,0,0,0.75087764,,,R_ECH_LPAREN_3hivcoa_RPAREN_,,,reaction,FALSE,0,"enoyl-coa hydratase, 3-Hydroxyisovaleryl-CoA forming",2055502,0.33333333,,"enoyl-coa hydratase, 3-Hydroxyisovaleryl-CoA forming",CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
13,39,101,5.48471616,0.00082,0.18232484,0,3,12,FALSE,0,,"enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",21.33333333,3,0,0,0.7508491,,,R_ECH_LPAREN_3hibutcoa_RPAREN_,,,reaction,FALSE,0,"enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",2019716,0.33888889,,"enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
14,1407,1469,5.48677113,0.000149,0.18225655,0,3,12,FALSE,0,,enoyl-CoA hydratase (C16:0),21.33333333,3,0,0,0.75073494,,,R_ECOAH7m,,,reaction,FALSE,0,enoyl-CoA hydratase (C16:0),1034516,0.33333333,,enoyl-CoA hydratase (C16:0),CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
15,1408,1470,5.48728487,0.000149,0.18223949,0,3,12,FALSE,0,,enoyl-CoA hydratase (C14:0),21.33333333,3,0,0,0.7507064,,,R_ECOAH6m,,,reaction,FALSE,0,enoyl-CoA hydratase (C14:0),1046716,0.33333333,,enoyl-CoA hydratase (C14:0),CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
16,1409,1471,5.48728487,0.000149,0.18223949,0,3,12,FALSE,0,,enoyl-CoA hydratase (C12:0),21.33333333,3,0,0,0.7507064,,,R_ECOAH5m,,,reaction,FALSE,0,enoyl-CoA hydratase (C12:0),1046716,0.33333333,,enoyl-CoA hydratase (C12:0),CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
17,1410,1472,5.48728487,0.000149,0.18223949,0,3,12,FALSE,0,,enoyl-CoA hydratase (C10:0),21.33333333,3,0,0,0.7507064,,,R_ECOAH4m,,,reaction,FALSE,0,enoyl-CoA hydratase (C10:0),1046716,0.33333333,,enoyl-CoA hydratase (C10:0),CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
18,1411,1473,5.48728487,0.000149,0.18223949,0,3,12,FALSE,0,,enoyl-CoA hydratase (C8:0),21.33333333,3,0,0,0.7507064,,,R_ECOAH3m,,,reaction,FALSE,0,enoyl-CoA hydratase (C8:0),1046716,0.33333333,,enoyl-CoA hydratase (C8:0),CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
19,1412,1474,5.48728487,0.000149,0.18223949,0,3,12,FALSE,0,,enoyl-CoA hydratase (C6:0),21.33333333,3,0,0,0.7507064,,,R_ECOAH2m,,,reaction,FALSE,0,enoyl-CoA hydratase (C6:0),1046686,0.33333333,,enoyl-CoA hydratase (C6:0),CRv4_Au5_s10_g896_t1,Cre10_g463150_t1_3|PACid:26905315,428,Cre10.g463150,89,591,0.1680983,28,123,0.271290419,65,212,0.394207065,"[418, 4, 1, 4, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.008204055,"[137, 4, 4, 5, 2, 1, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.040580789,"[['100', '3'], ['99', '3'], ['1473', '3'], ['1470', '3'], ['481', '3'], ['101', '3'], ['1469', '3'], ['1471', '3'], ['1474', '3'], ['1639', '3'], ['1472', '3']]",3,33,Cre10_g463150_t1_3
20,50,112,6.80863088,8.30E-07,0.14687241,0,2,14,FALSE,0,,"ketol-acid reductoisomerase,  3-Hydroxy-3-methyl-2-oxobutanoic acid forming",3,2,0,0,0.67729828,,,R_KARI_LPAREN_3hmoa_RPAREN_,,,reaction,FALSE,0,"ketol-acid reductoisomerase,  3-Hydroxy-3-methyl-2-oxobutanoic acid forming",184,0.5,,"ketol-acid reductoisomerase,  3-Hydroxy-3-methyl-2-oxobutanoic acid forming",CRv4_Au5_s10_g343_t1,Cre10_g434750_t1_2|PACid:26904308,44,Cre10.g434750,14,1102,0.012813002,5,231,0.021963502,29,297,0.104611049,"[1100, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000628115,"[292, 5, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009436004,"[['614', '5'], ['113', '5'], ['114', '5'], ['613', '5'], ['115', '2'], ['112', '2']]",5,24,Cre10_g434750_t1_2
21,51,113,4.84613409,0.00180764,0.20635005,0,5,12,FALSE,0,,"ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylpentanoate forming",98.4,5,0,0,0.78632588,,,R_KARI_LPAREN_23dhmp_RPAREN_,,,reaction,FALSE,0,"ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylpentanoate forming",40898718,0.30822785,,"ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylpentanoate forming",CRv4_Au5_s10_g343_t1,Cre10_g434750_t1_2|PACid:26904308,44,Cre10.g434750,14,1102,0.012813002,5,231,0.021963502,29,297,0.104611049,"[1100, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000628115,"[292, 5, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009436004,"[['614', '5'], ['113', '5'], ['114', '5'], ['613', '5'], ['115', '2'], ['112', '2']]",5,24,Cre10_g434750_t1_2
22,52,114,4.84613409,0.00112892,0.20635005,0,5,12,FALSE,0,,"ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylbutanoate forming",98.6,5,0,0,0.78632588,,,R_KARI_LPAREN_23dhmb_RPAREN_,,,reaction,FALSE,0,"ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylbutanoate forming",38276858,0.30886076,,"ketol-acid reductoisomerase, (R)-2,3-Dihydroxy-3-methylbutanoate forming",CRv4_Au5_s10_g343_t1,Cre10_g434750_t1_2|PACid:26904308,44,Cre10.g434750,14,1102,0.012813002,5,231,0.021963502,29,297,0.104611049,"[1100, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000628115,"[292, 5, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009436004,"[['614', '5'], ['113', '5'], ['114', '5'], ['613', '5'], ['115', '2'], ['112', '2']]",5,24,Cre10_g434750_t1_2
23,53,115,6.83688672,0.000114,0.1462654,0,2,14,FALSE,0,,ketol-acid reductoisomerase,2,2,0,0,0.67572852,,,R_KARI,,,reaction,FALSE,0,ketol-acid reductoisomerase,1588766,0.5,,ketol-acid reductoisomerase,CRv4_Au5_s10_g343_t1,Cre10_g434750_t1_2|PACid:26904308,44,Cre10.g434750,14,1102,0.012813002,5,231,0.021963502,29,297,0.104611049,"[1100, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000628115,"[292, 5, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009436004,"[['614', '5'], ['113', '5'], ['114', '5'], ['613', '5'], ['115', '2'], ['112', '2']]",5,24,Cre10_g434750_t1_2
24,551,613,5.34754688,0.000893,0.18700163,0,5,12,FALSE,0,,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing), mitochondria",36.2,5,0,0,0.75846962,,,R_DMORm,,,reaction,FALSE,0,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing), mitochondria",43200880,0.23783784,,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing), mitochondria",CRv4_Au5_s10_g343_t1,Cre10_g434750_t1_2|PACid:26904308,44,Cre10.g434750,14,1102,0.012813002,5,231,0.021963502,29,297,0.104611049,"[1100, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000628115,"[292, 5, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009436004,"[['614', '5'], ['113', '5'], ['114', '5'], ['613', '5'], ['115', '2'], ['112', '2']]",5,24,Cre10_g434750_t1_2
25,552,614,4.84562034,0.000932,0.20637193,0,5,12,FALSE,0,,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing), chloroplast",99,5,0,0,0.78635443,,,R_DMORh,,,reaction,FALSE,0,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing), chloroplast",38507402,0.30914826,CRv4_Au5_s10_g343_t1,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing), chloroplast",CRv4_Au5_s10_g343_t1,Cre10_g434750_t1_2|PACid:26904308,44,Cre10.g434750,14,1102,0.012813002,5,231,0.021963502,29,297,0.104611049,"[1100, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.000628115,"[292, 5, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.009436004,"[['614', '5'], ['113', '5'], ['114', '5'], ['613', '5'], ['115', '2'], ['112', '2']]",5,24,Cre10_g434750_t1_2
26,57,119,4.0385307,0.000738,0.24761481,0,5,10,FALSE,0,,3-isopropylmalate dehydrogenase,136.6,5,0,0,0.83119274,,,R_IMDH,,,reaction,FALSE,0,3-isopropylmalate dehydrogenase,6007178,0.23915344,CRv4_Au5_s7_g13944_t1,3-isopropylmalate dehydrogenase,CRv4_Au5_s7_g13944_t1,Cre07_g325400_t1_2|PACid:26889927,478,Cre07.g325400,7,776,0.009075305,9,170,0.054902553,36,233,0.173011971,"[775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[223, 5, 0, 1, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.014217083,"[['119', '5']]",5,5,Cre07_g325400_t1_2
27,58,120,4.55689699,0.0010971,0.21944758,0,6,10,FALSE,0,,isoleucine---tRNA ligase,50.66666667,6,0,0,0.80239461,,,R_ILETL,,,reaction,FALSE,0,isoleucine---tRNA ligase,4356904,0.23317684,,isoleucine---tRNA ligase,CRv4_Au5_s16_g6096_t1,Cre16_g651750_t1_2|PACid:26892383,684,Cre16.g651750,68,2284,0.030379376,36,558,0.067461177,126,654,0.222674046,"[2254, 9, 2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.001138315,"[557, 30, 8, 8, 10, 7, 2, 6, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.034827558,"[['120', '6']]",6,6,Cre16_g651750_t1_2
